73,61,45
33,50,10
19,58,64
27,60,99
38,87,50
96,68,74
79,31,15
27,96,66
64,71,78
59,93,51
99,86,35
17,85,55
20,79,80
38,20,57
10,49,22
23,65,37
78,63,17
33,50,10
74,59,49
34,66,91
61,27,91
27,35,79
76,14,46
32,92,53
21,86,16
32,22,79
33,50,10
46,54,31
50,42,27
51,63,85
51,71,13
64,71,78
84,60,97
73,17,81
74,12,41
51,63,85
21,86,16
96,83,90
30,27,50
76,59,44
82,97,43
69,80,34
94,51,76
90,63,94
21,86,16
67,68,56
27,96,66
34,50,99
75,20,44
64,84,55
66,14,95
34,88,42
72,87,66
27,81,22
51,52,29
88,92,62
99,62,25
46,20,81
11,52,63
83,23,36
17,85,55
43,92,42
93,52,87
94,40,92
94,12,18
76,59,44
94,80,61
12,49,54
67,30,25
58,95,41
59,17,70
97,88,71
46,81,78
64,27,48
21,86,16
66,76,32
55,43,20
89,99,10
32,33,21
84,87,72
45,42,21
21,86,16
96,83,90
88,92,62
15,65,94
43,76,64
71,57,16
98,77,65
19,55,23
74,55,41
96,73,65
39,30,51
22,53,13
11,39,89
42,16,59
94,40,92
29,69,75
82,97,43
56,46,10
85,13,45
91,16,15
33,50,10
47,91,26
53,65,67
59,93,51
33,50,10
40,99,33
96,32,34
92,78,38
34,10,18
29,40,56
53,91,72
29,66,14
81,74,32
48,38,70
96,32,34
79,52,35
54,10,50
50,42,27
47,69,39
77,29,70
12,49,54
89,37,56
91,42,61
27,35,79
55,43,20
80,93,24
27,35,79
60,31,28
96,61,41
37,33,87
27,96,66
34,49,58
66,38,33
21,86,16
53,65,67
61,27,91
76,73,53
85,43,97
59,17,70
79,31,15
57,14,63
66,64,32
42,68,91
73,61,45
34,66,91
94,96,84
15,11,92
15,65,94
72,41,69
99,62,25
85,13,45
15,93,28
96,83,44
32,92,53
57,99,37
46,81,78
21,86,16
28,50,26
27,96,66
75,40,23
42,68,91
47,71,37
84,60,97
21,86,16
19,65,10
75,14,25
91,42,61
21,86,16
99,86,35
10,49,22
58,95,41
31,62,63
34,50,99
34,88,42
57,99,37
47,91,26
34,88,42
33,50,10
94,96,84
67,68,56
46,81,78
27,96,66
46,58,34
94,12,18
58,95,41
56,46,10
15,31,55
61,27,91
51,33,24
59,93,51
27,96,66
68,78,14
89,99,10
58,95,41
79,48,87
96,73,65
15,65,94
74,48,33
51,52,29
27,96,66
34,50,99
27,60,99
71,72,41
46,81,78
27,96,66
27,96,66
67,30,25
58,95,41
66,14,95
74,56,71
15,11,92
51,63,85
96,68,74
22,54,79
94,12,18
79,31,15
17,85,55
79,76,67
57,99,37
66,64,32
34,50,99
40,37,96
74,12,41
61,27,91
94,40,92
89,37,56
74,59,49
74,55,41
80,93,24
74,49,47
73,61,45
21,86,16
27,96,66
66,38,33
26,49,82
94,96,84
56,46,10
60,31,28
35,31,16
56,46,10
97,88,71
12,49,54
34,50,99
58,14,60
21,86,16
22,84,15
75,20,44
34,50,99
84,87,72
89,99,10
82,37,83
66,14,95
81,23,11
33,50,10
15,65,94
21,86,16
67,30,25
32,92,53
17,71,86
79,52,35
27,70,71
64,84,55
50,42,27
26,91,93
75,40,23
10,49,22
91,63,12
51,63,85
93,45,78
27,89,10
71,72,41
97,88,71
46,41,17
32,26,78
32,53,23
53,26,52
59,93,51
75,14,25
94,14,49
83,78,61
27,96,66
34,49,58
90,93,73
27,30,92
82,37,83
48,38,70
94,40,92
27,35,79
12,27,15
74,48,33
42,92,42
64,84,55
53,65,67
17,71,86
27,96,66
66,64,32
21,86,16
50,31,31
55,43,20
75,40,23
50,42,27
56,46,10
79,28,38
75,14,25
31,62,63
51,63,85
15,11,92
58,35,32
40,96,34
89,99,10
16,77,68
94,40,92
28,50,26
21,86,16
12,49,54
88,88,29
56,46,10
50,42,27
79,52,35
27,60,99
38,20,57
35,45,41
61,27,91
46,54,31
82,37,99
69,13,18
47,69,39
56,46,10
43,76,64
33,50,10
54,22,36
12,59,40
94,47,32
83,23,36
82,70,17
39,31,27
24,87,93
64,84,55
94,80,61
32,22,79
21,86,16
60,41,87
28,50,26
59,93,51
26,91,93
51,33,24
85,13,45
79,31,15
88,92,62
12,49,54
79,52,35
94,19,65
74,12,41
59,93,51
11,52,63
27,96,66
64,84,55
21,86,16
37,33,87
82,37,83
21,86,16
74,55,41
59,93,51
12,49,54
74,12,41
64,93,55
60,16,87
94,19,65
51,33,24
84,87,72
94,40,92
97,88,71
88,92,62
15,11,92
62,19,55
98,81,61
39,30,51
47,91,26
50,42,27
25,74,52
55,43,20
85,13,45
27,96,66
97,38,28
20,79,80
90,93,73
38,20,57
67,72,17
74,12,41
21,86,16
78,63,17
73,17,81
74,54,33
21,86,16
74,82,55
94,14,49
59,93,51
94,40,92
49,84,27
57,10,55
89,99,10
74,54,33
27,96,66
94,40,92
45,42,21
27,96,66
90,63,94
27,96,66
53,99,25
46,81,78
11,52,63
83,78,61
66,14,95
39,68,30
82,65,63
32,22,79
74,58,86
66,64,32
12,49,54
24,83,62
17,71,86
21,86,16
86,84,38
12,49,54
62,45,54
47,91,26
49,18,87
59,17,70
46,81,78
30,77,57
85,14,10
15,11,92
53,65,67
27,96,66
21,86,16
74,49,47
32,22,79
64,84,55
47,69,39
15,11,92
19,55,23
67,50,56
86,84,38
90,63,94
21,86,16
66,14,95
53,65,67
45,42,21
74,48,33
51,71,13
89,37,56
17,85,55
90,63,94
66,80,92
41,51,18
64,71,78
74,54,33
75,40,23
58,95,41
48,21,47
82,37,83
61,23,77
91,64,50
28,27,21
50,31,31
89,99,10
58,95,41
34,50,99
27,81,22
42,19,59
61,27,91
74,82,55
54,22,36
85,14,10
32,26,78
66,64,32
46,81,78
69,62,94
94,14,49
35,45,41
94,51,76
50,68,87
82,37,99
96,32,34
46,54,31
92,78,38
94,12,18
98,81,61
96,61,41
32,22,79
51,63,85
34,50,99
96,83,44
59,93,51
15,11,92
46,54,31
58,95,41
42,19,59
21,86,16
59,78,95
56,46,10
11,80,39
89,99,10
88,92,62
51,71,13
32,26,78
32,24,47
58,95,41
50,31,31
94,80,61
42,16,59
85,13,45
27,96,66
55,43,20
32,22,79
58,14,60
46,20,81
90,63,94
10,49,22
39,28,98
61,94,87
75,20,44
61,27,91
74,12,41
99,62,25
81,18,30
61,27,91
46,41,17
94,40,92
34,88,42
27,35,79
10,58,11
73,17,81
10,49,22
22,54,79
44,40,39
43,76,64
51,63,85
20,47,60
57,99,37
79,52,35
35,58,28
73,17,81
42,92,42
94,47,32
15,93,28
61,27,91
96,83,90
49,84,27
94,40,92
94,40,92
59,17,70
51,63,85
10,49,22
74,56,71
85,13,45
27,96,66
34,88,42
46,20,81
39,31,27
71,72,41
67,30,25
91,87,26
58,14,60
56,46,10
78,63,17
32,92,53
12,49,54
86,45,54
24,87,93
81,18,30
67,72,17
23,82,65
27,70,71
86,75,76
27,96,66
62,64,47
44,40,39
74,49,47
96,83,44
88,92,62
61,27,91
64,84,55
21,86,16
20,47,60
62,64,47
53,20,17
96,83,44
66,80,85
29,40,56
89,99,10
33,50,10
81,74,32
73,65,80
68,78,14
17,85,55
38,20,57
27,96,66
64,84,55
98,81,61
43,92,42
74,12,41
33,50,10
50,31,31
66,64,32
10,49,22
66,14,95
75,20,44
53,65,67
57,14,63
47,91,26
51,52,29
27,35,79
15,31,55
42,16,59
50,79,18
96,61,41
74,48,33
19,58,64
59,93,51
93,45,78
51,33,24
34,50,99
37,33,87
33,50,10
73,17,81
72,45,14
84,87,72
46,81,78
40,96,34
34,50,99
42,92,42
94,80,61
74,59,49
72,41,69
75,20,44
74,48,33
39,28,98
10,49,22
12,49,54
59,93,51
71,72,41
76,14,46
71,72,41
30,83,10
45,42,21
74,12,41
57,10,55
65,67,82
22,84,15
74,12,41
66,80,92
42,19,59
91,64,50
55,43,20
34,88,42
55,43,20
88,92,62
37,33,87
34,49,58
21,86,16
35,58,28
29,66,14
26,39,16
37,33,87
21,86,16
21,86,16
72,41,69
74,55,41
51,63,85
96,61,41
40,37,96
15,65,94
15,65,94
72,41,69
72,45,14
21,86,16
64,84,55
67,50,56
66,38,33
66,80,85
74,54,33
40,37,96
90,63,94
96,61,41
45,42,21
27,35,79
15,93,28
98,77,65
89,37,56
34,50,99
15,93,28
46,58,34
35,45,41
89,37,56
51,71,13
71,72,41
94,12,18
11,80,39
29,66,14
94,47,32
21,86,16
75,14,25
34,10,18
57,14,63
27,35,79
22,54,79
91,31,69
21,86,16
75,14,25
47,69,39
46,58,34
74,82,55
45,42,21
79,52,35
19,65,10
66,38,33
59,17,70
26,91,93
96,68,74
74,55,41
50,79,18
91,63,12
10,58,11
28,23,24
42,89,78
89,53,13
50,31,31
11,80,39
50,79,18
88,92,62
34,66,91
21,86,16
58,95,41
74,12,41
27,96,66
75,14,25
72,41,69
94,40,92
85,46,30
59,93,51
35,45,41
60,16,87
90,63,94
74,58,86
27,96,66
30,27,50
94,40,92
23,65,37
79,31,15
58,95,41
66,64,32
46,81,78
10,49,22
94,12,18
53,26,52
67,72,17
67,50,56
51,71,13
54,66,98
50,42,27
82,97,43
88,92,62
75,20,44
15,93,28
34,66,91
67,50,56
15,11,92
39,68,30
98,81,61
47,64,58
50,79,18
94,40,92
48,38,70
59,55,94
91,31,69
96,83,44
80,93,24
11,63,82
98,81,61
59,17,70
26,47,87
47,69,39
91,42,61
59,55,94
59,93,51
46,81,78
21,86,16
97,38,28
99,86,35
96,61,41
71,72,41
30,77,57
47,69,39
27,96,66
51,63,85
41,51,18
32,22,79
85,43,97
35,31,16
66,64,32
42,92,42
27,35,79
51,63,85
42,19,59
47,71,37
58,95,41
34,88,42
79,31,15
58,95,41
81,23,11
61,27,91
69,80,34
88,88,29
68,78,14
59,93,51
64,27,48
96,61,41
11,63,82
37,87,71
78,63,17
94,40,92
96,68,74
15,65,94
45,42,21
35,58,28
43,76,64
27,60,99
27,35,79
39,28,98
67,72,17
49,79,78
11,80,39
91,63,12
53,65,67
21,86,16
66,71,26
94,12,18
66,76,32
27,35,79
34,50,99
94,40,92
29,40,56
94,12,18
94,80,61
53,33,76
73,65,80
77,29,70
26,47,87
74,49,47
59,17,70
53,65,67
58,95,41
96,22,90
82,37,99
85,46,30
72,45,14
47,71,37
90,63,94
61,27,91
28,50,26
28,23,24
58,14,60
74,12,41
76,14,46
94,51,76
30,83,10
11,63,82
91,63,12
51,63,85
83,78,61
73,61,45
56,46,10
94,96,84
32,24,47
58,14,60
16,77,68
53,99,25
74,56,71
98,81,61
74,49,47
74,48,33
37,87,71
33,50,10
72,87,66
28,27,21
66,64,32
65,67,82
29,66,14
99,86,35
74,59,49
90,63,94
35,45,41
53,65,67
48,21,47
96,32,34
51,63,85
21,86,16
46,81,78
47,64,58
42,19,59
15,65,94
11,63,82
32,53,23
94,14,49
90,63,94
26,47,87
66,64,32
32,26,78
27,96,66
94,47,32
79,52,35
42,68,91
50,79,18
86,45,54
90,63,94
69,80,34
59,78,95
51,63,85
32,92,53
27,96,66
94,40,92
38,20,57
32,53,23
53,91,72
99,86,35
90,63,94
49,84,27
57,14,63
66,71,26
94,19,65
71,72,41
17,71,86
32,22,79
66,64,32
75,99,85
47,69,39
59,93,51
91,87,26
79,76,67
64,71,78
46,81,78
67,50,56
58,95,41
74,59,49
75,14,25
79,31,15
57,14,63
73,61,45
96,83,90
94,80,61
73,17,81
94,40,92
90,63,94
76,73,53
16,77,68
94,40,92
67,50,56
86,45,54
46,58,34
11,63,82
94,34,54
35,45,41
34,50,99
12,59,40
20,79,80
27,35,79
66,64,32
27,96,66
69,80,34
66,38,33
69,13,18
72,41,69
26,47,87
94,14,49
28,50,26
50,31,31
49,18,87
91,31,69
90,93,73
73,61,45
59,93,51
15,65,94
48,21,47
15,65,94
76,59,44
16,77,68
53,20,17
28,23,24
72,45,14
55,43,20
45,42,21
67,50,56
89,99,10
46,20,81
96,83,44
10,49,22
32,26,78
53,99,25
58,14,60
89,99,10
32,92,53
58,95,41
89,37,56
84,60,97
21,86,16
66,76,32
96,83,44
80,93,24
66,14,95
67,23,21
25,74,52
21,86,16
45,42,21
66,64,32
67,68,56
65,67,82
96,61,41
96,68,74
20,47,60
73,17,81
72,45,14
57,99,37
74,59,49
35,31,16
75,99,85
34,50,99
37,33,87
21,86,16
60,16,87
99,86,35
72,45,14
21,86,16
27,96,66
94,40,92
58,14,60
42,89,78
81,29,76
70,33,94
91,16,15
40,96,34
46,81,78
68,78,14
51,63,85
76,73,53
41,13,56
11,80,39
15,65,94
75,40,23
59,78,95
56,46,10
46,54,31
61,94,87
27,96,66
62,19,55
50,31,31
81,29,76
84,87,72
91,63,12
19,55,23
12,27,15
85,46,30
57,99,37
61,27,91
61,27,91
85,13,45
96,68,74
96,61,41
79,52,35
64,96,51
46,41,17
59,17,70
33,50,10
34,88,42
89,53,13
36,24,33
84,87,72
26,39,16
94,80,61
94,40,92
96,83,90
43,92,42
71,72,41
32,26,78
34,50,99
47,71,37
96,83,44
33,50,10
33,50,10
39,68,30
48,21,47
42,90,91
67,30,25
79,76,67
30,27,50
32,33,21
21,86,16
27,89,10
59,93,51
70,33,94
54,66,98
76,73,53
88,92,62
89,37,56
64,27,48
11,63,82
88,92,62
53,20,17
61,27,91
25,74,52
27,81,22
82,37,99
35,45,41
21,86,16
27,96,66
94,51,76
94,12,18
98,81,61
86,45,54
35,45,41
10,58,11
94,12,18
21,86,16
66,64,32
26,39,16
90,63,94
41,51,18
66,64,32
30,27,50
64,96,51
36,45,22
34,50,99
62,19,55
64,96,51
32,22,79
65,67,82
64,27,48
64,27,48
64,93,55
19,65,10
94,40,92
91,42,61
74,82,55
74,58,86
71,72,41
42,16,59
76,43,29
57,99,37
19,65,10
90,63,94
90,93,73
47,64,58
60,16,87
19,65,10
73,61,45
18,15,36
82,37,99
57,99,37
27,60,99
45,42,21
96,83,44
11,52,63
15,11,92
46,20,81
82,37,83
48,21,47
60,41,87
29,40,56
49,84,27
79,31,15
57,99,37
22,84,15
66,71,26
27,60,99
73,61,45
67,30,25
30,83,10
82,37,83
53,65,67
34,50,99
88,71,79
17,85,55
67,50,56
82,37,99
86,45,54
50,31,31
75,14,25
94,40,92
39,68,30
42,68,91
47,91,26
74,54,33
52,45,42
71,72,41
15,65,94
43,92,42
34,10,18
98,81,61
57,14,63
74,82,55
21,86,16
46,58,34
79,76,67
15,11,92
33,88,87
35,45,41
43,76,64
27,96,66
34,10,18
34,88,42
54,66,98
27,35,79
33,50,10
97,88,71
65,67,82
74,54,33
66,64,32
58,14,60
11,80,39
74,54,33
94,40,92
11,52,63
18,15,36
33,50,10
25,50,47
39,30,51
17,85,55
34,50,99
56,46,10
32,26,78
17,85,55
86,97,41
72,45,14
81,78,31
46,41,17
47,71,37
21,86,16
19,55,23
19,55,23
27,10,32
35,18,12
25,28,53
48,21,47
73,61,45
47,69,39
58,95,41
46,81,78
83,23,36
21,86,16
53,65,67
76,43,29
34,50,99
96,61,41
96,61,41
33,50,10
85,43,97
82,37,99
74,81,62
15,65,94
53,33,76
35,45,41
58,35,32
34,50,99
94,12,18
27,96,66
99,62,25
20,47,60
68,78,14
85,14,10
51,33,24
98,81,61
23,98,48
17,85,55
33,50,10
93,10,71
57,14,63
66,64,32
40,16,50
82,37,99
94,19,65
78,22,41
21,86,16
78,22,41
68,78,14
88,92,62
79,31,15
64,96,51
38,95,39
54,10,50
83,23,36
58,95,41
12,59,40
12,49,54
42,92,42
26,39,16
51,63,85
94,40,92
79,76,67
94,40,92
72,57,26
34,50,99
82,37,83
32,76,32
86,45,54
64,71,78
93,45,78
86,75,76
84,87,72
21,86,16
94,47,32
35,45,41
21,86,16
73,17,81
86,45,54
66,80,92
27,35,79
96,83,44
86,75,76
81,23,11
22,84,15
74,81,62
17,85,55
34,50,99
96,61,41
23,98,48
80,93,24
53,91,72
74,12,41
34,50,99
12,49,54
64,96,51
46,81,78
79,31,15
73,17,81
21,86,16
86,75,76
74,12,41
80,93,24
21,86,16
73,61,45
11,52,63
34,49,58
51,33,24
83,23,36
18,15,36
34,88,42
91,31,69
99,86,35
65,67,82
57,99,37
27,60,99
69,62,94
75,99,85
64,27,48
96,68,74
54,66,98
59,17,70
43,76,64
51,63,85
27,96,66
33,50,10
76,73,53
47,71,37
89,99,10
89,99,10
58,95,41
89,37,56
79,31,15
19,58,64
90,93,73
50,31,31
21,86,16
50,31,31
64,84,55
12,49,54
19,58,64
44,40,39
21,86,16
71,72,41
21,86,16
55,79,34
79,31,15
94,34,54
94,12,18
66,76,32
51,63,85
96,73,65
27,30,92
21,86,16
74,55,41
42,74,84
96,61,41
39,68,30
94,40,92
34,10,18
26,91,93
89,53,13
81,18,30
57,14,63
27,96,66
19,65,10
49,79,78
38,95,39
88,71,79
64,27,48
81,29,76
91,87,26
73,61,45
39,28,98
76,14,46
19,58,64
96,68,74
55,79,34
62,45,54
92,62,69
74,49,47
83,78,61
11,39,89
34,50,99
94,12,18
88,92,62
46,45,76
37,33,87
66,64,32
32,26,78
74,58,86
27,70,71
35,45,41
94,12,18
54,84,75
35,58,28
27,35,79
94,14,49
27,96,66
12,59,40
34,50,99
61,27,91
96,68,74
37,33,87
42,90,91
35,45,41
42,19,59
59,93,51
56,46,10
15,11,92
34,66,91
96,83,44
54,37,35
96,68,74
27,81,22
19,55,23
76,73,53
27,35,79
46,58,34
98,81,61
69,13,18
11,63,82
48,38,70
34,50,99
94,19,65
85,13,45
94,12,18
60,17,57
94,40,92
18,15,36
27,21,47
63,12,14
22,84,15
53,65,67
92,78,38
15,65,94
51,71,13
89,37,56
58,14,60
27,96,66
41,51,18
50,79,18
59,93,51
71,72,41
54,10,50
36,24,33
71,72,41
27,35,79
42,90,91
15,93,28
21,86,16
73,61,45
46,58,34
28,23,24
90,63,94
71,72,41
56,46,10
94,12,18
90,63,94
34,66,91
53,65,67
73,17,81
96,73,65
66,64,32
97,38,28
79,52,35
21,86,16
32,92,53
96,73,65
96,22,90
98,77,65
82,97,43
51,33,24
46,81,78
21,86,16
47,71,37
45,42,21
46,54,31
60,16,87
27,96,66
50,42,27
57,10,55
11,39,89
96,68,74
25,74,52
42,89,78
91,31,69
19,65,10
64,71,78
85,13,45
90,63,94
58,95,41
64,27,48
42,92,42
19,55,23
22,53,13
94,40,92
25,74,52
68,78,14
56,46,10
79,31,15
89,99,10
64,71,78
54,10,50
20,47,60
27,60,99
32,24,47
12,49,54
96,32,34
59,93,51
46,81,78
27,96,66
85,13,45
42,90,91
66,80,92
91,64,50
61,27,91
27,96,66
21,86,16
74,82,55
84,87,72
56,46,10
42,92,42
83,23,36
71,72,41
53,99,25
69,80,34
15,65,94
54,10,50
57,10,55
67,72,17
96,83,90
15,31,55
79,52,35
91,64,50
72,60,41
74,48,33
39,68,30
72,41,69
42,92,42
27,96,66
21,86,16
94,12,18
12,49,54
53,91,72
53,20,17
85,13,45
31,62,63
64,84,55
79,52,35
42,74,84
66,80,85
99,62,25
15,31,55
27,96,66
26,47,87
55,59,46
69,62,94
18,15,36
56,46,10
27,96,66
21,86,16
42,19,59
15,65,94
91,64,50
91,31,69
66,80,85
15,31,55
46,81,78
94,51,76
11,39,89
94,12,18
96,73,65
27,60,99
76,14,46
75,99,85
27,89,10
89,53,13
90,63,94
93,45,78
34,49,58
74,54,33
89,37,56
64,71,78
10,49,22
70,33,94
21,86,16
73,17,81
67,30,25
50,68,87
61,27,91
12,49,54
27,60,99
33,50,10
76,73,53
32,53,23
61,27,91
94,96,84
72,57,26
89,37,56
22,54,79
89,99,10
34,88,42
42,90,91
18,15,36
30,27,50
21,86,16
91,31,69
47,64,58
27,35,79
12,27,15
59,93,51
64,84,55
28,27,21
19,55,23
59,78,95
71,57,16
99,62,25
30,77,57
24,83,62
96,32,34
65,67,82
49,18,87
59,93,51
32,53,23
43,92,42
79,52,35
29,66,14
91,16,15
79,76,67
12,27,15
55,43,20
54,66,98
93,45,78
21,86,16
41,51,18
51,71,13
23,41,78
46,41,17
40,37,96
33,50,10
71,72,41
21,86,16
96,68,74
75,99,85
18,15,36
51,63,85
72,60,41
39,31,27
89,37,56
34,88,42
45,42,21
12,59,40
79,76,67
66,71,26
69,62,94
47,91,26
94,40,92
96,68,74
64,84,55
33,50,10
96,32,34
57,10,55
54,84,75
85,43,97
36,24,33
17,85,55
30,77,57
46,20,81
19,65,10
61,27,91
81,78,31
51,33,24
78,22,41
85,43,97
89,37,56
58,95,41
63,12,14
35,45,41
99,86,35
81,78,31
38,20,57
23,98,48
94,12,18
72,60,41
74,54,33
79,52,35
46,81,78
10,49,22
40,37,96
80,93,24
64,96,51
94,40,92
85,14,10
96,68,74
90,63,94
21,86,16
15,93,28
15,11,92
22,84,15
91,42,61
75,20,44
93,45,78
60,41,87
66,64,32
58,35,32
53,91,72
92,78,38
28,27,21
76,73,53
85,43,97
94,47,32
44,29,14
52,45,42
66,80,85
42,90,91
55,79,34
91,64,50
39,28,98
64,84,55
83,23,36
92,78,38
94,47,32
83,23,36
66,71,26
85,13,45
15,65,94
43,92,42
29,66,14
73,17,81
32,92,53
85,13,45
94,12,18
27,35,79
32,26,78
94,12,18
61,27,91
89,37,56
66,14,95
45,42,21
85,14,10
78,63,17
57,14,63
47,69,39
94,40,92
72,41,69
24,87,93
26,49,82
47,91,26
54,84,75
88,43,64
45,42,21
46,81,78
96,83,44
33,50,10
57,10,55
76,14,46
90,63,94
96,73,65
79,31,15
19,65,10
